Frequency (rad/s),Epsilon_r1_real,Epsilon_r1_imag,Epsilon_r2_real,Epsilon_r2_imag
225623046.2970635,50.490140730775465,-11.05870447918298,50.098028146155094,-2.2117408958365963
240409918.35099643,50.43180183301996,-10.380944342013901,50.08636036660399,-2.07618886840278
256165891.69457215,50.380396124047365,-9.744451231375306,50.076079224809476,-1.948890246275061
272954479.24020016,50.33510201186179,-9.146759514007934,50.06702040237236,-1.8293519028015868
290843356.4064045,50.29519473288186,-8.585542690485177,50.05903894657637,-1.7171085380970355
309904633.9199427,50.260035059460776,-8.0586069908543,50.05200701189216,-1.6117213981708598
330215148.4968175,50.22905929755192,-7.563884995568435,50.04581185951039,-1.512776999113687
351856772.5739266,50.201770433203485,-7.099429342782163,50.0403540866407,-1.4198858685564326
374916744.3398878,50.177730300644434,-6.663406568816103,50.03554606012889,-1.3326813137632205
399488019.3954162,50.15655265773425,-6.254091116934569,50.03131053154685,-1.2508182233869138
